deposit_the_first,age,gender,gift,rates,special_benefits,account_type
67858,65,Both,No,4,No,1
83715,83,Both,No,4,No,1
29533,100,Both,No,4,No,1
54784,77,Both,No,4,No,1
73839,98,Both,No,4,No,1
43717,92,Both,No,4,No,1
78564,93,Both,No,4,No,1
77398,88,Both,No,4,No,1
70183,86,Both,No,4,No,1
93218,59,Both,No,4,No,1
99916,72,Both,No,4,No,1
78840,59,Both,No,4,No,1
36818,65,Both,No,4,No,1
93782,61,Both,No,4,No,1
62753,95,Both,No,4,No,1
38023,84,Both,No,4,No,1
17413,90,Both,No,4,No,1
47731,59,Both,No,4,No,1
94952,85,Both,No,4,No,1
59881,89,Both,No,4,No,1
89549,63,Both,No,4,No,1
78029,97,Both,No,4,No,1
3416,70,Both,No,4,No,1
37321,63,Both,No,4,No,1
29025,79,Both,No,4,No,1
52025,94,Both,No,4,No,1
88428,58,Both,No,4,No,1
24643,96,Both,No,4,No,1
67618,87,Both,No,4,No,1
47256,61,Both,No,4,No,1
34257,99,Both,No,4,No,1
24728,93,Both,No,4,No,1
78971,70,Both,No,4,No,1
33857,68,Both,No,4,No,1
78349,70,Both,No,4,No,1
10613,67,Both,No,4,No,1
4272,94,Both,No,4,No,1
83896,87,Both,No,4,No,1
93773,64,Both,No,4,No,1
36488,60,Both,No,4,No,1
10600,100,Both,No,4,No,1
25678,77,Both,No,4,No,1
62698,93,Both,No,4,No,1
18945,94,Both,No,4,No,1
38991,70,Both,No,4,No,1
56277,79,Both,No,4,No,1
82239,82,Both,No,4,No,1
87646,64,Both,No,4,No,1
62084,90,Both,No,4,No,1
24258,76,Both,No,4,No,1
25557,61,Both,No,4,No,1
46404,83,Both,No,4,No,1
3783,68,Both,No,4,No,1
87570,60,Both,No,4,No,1
43249,100,Both,No,4,No,1
88755,62,Both,No,4,No,1
8805,73,Both,No,4,No,1
37787,57,Both,No,4,No,1
14703,71,Both,No,4,No,1
78879,90,Both,No,4,No,1
99913,61,Both,No,4,No,1
68491,83,Both,No,4,No,1
9510,89,Both,No,4,No,1
15341,57,Both,No,4,No,1
38727,76,Both,No,4,No,1
83519,82,Both,No,4,No,1
27906,73,Both,No,4,No,1
13634,86,Both,No,4,No,1
4189,95,Both,No,4,No,1
68112,62,Both,No,4,No,1
69373,56,Both,No,4,No,1
39034,77,Both,No,4,No,1
48597,74,Both,No,4,No,1
47191,57,Both,No,4,No,1
57351,69,Both,No,4,No,1
87814,76,Both,No,4,No,1
61574,81,Both,No,4,No,1
45319,94,Both,No,4,No,1
35147,56,Both,No,4,No,1
5820,80,Both,No,4,No,1
42501,98,Both,No,4,No,1
42829,55,Both,No,4,No,1
877,75,Both,No,4,No,1
46864,79,Both,No,4,No,1
56974,77,Both,No,4,No,1
39472,67,Both,No,4,No,1
92861,85,Both,No,4,No,1
82427,65,Both,No,4,No,1
63901,63,Both,No,4,No,1
5854,74,Both,No,4,No,1
86354,88,Both,No,4,No,1
82453,66,Both,No,4,No,1
60758,86,Both,No,4,No,1
16858,75,Both,No,4,No,1
67338,82,Both,No,4,No,1
61817,60,Both,No,4,No,1
14601,71,Both,No,4,No,1
89437,66,Both,No,4,No,1
18151,84,Both,No,4,No,1
96550,63,Both,No,4,No,1
17919,96,Both,No,4,No,1
31703,91,Both,No,4,No,1
65172,64,Both,No,4,No,1
78680,78,Both,No,4,No,1
25902,92,Both,No,4,No,1
25388,73,Both,No,4,No,1
99242,64,Both,No,4,No,1
19982,90,Both,No,4,No,1
34542,83,Both,No,4,No,1
87223,99,Both,No,4,No,1
94484,77,Both,No,4,No,1
69517,90,Both,No,4,No,1
36788,71,Both,No,4,No,1
56649,61,Both,No,4,No,1
3410,58,Both,No,4,No,1
71845,72,Both,No,4,No,1
29511,73,Both,No,4,No,1
99488,73,Both,No,4,No,1
1204,68,Both,No,4,No,1
45363,61,Both,No,4,No,1
93030,90,Both,No,4,No,1
22951,57,Both,No,4,No,1
54429,100,Both,No,4,No,1
54914,61,Both,No,4,No,1
50716,58,Both,No,4,No,1
59155,57,Both,No,4,No,1
42969,74,Both,No,4,No,1
51031,82,Both,No,4,No,1
54403,68,Both,No,4,No,1
5450,100,Both,No,4,No,1
76482,83,Both,No,4,No,1
35626,78,Both,No,4,No,1
51478,61,Both,No,4,No,1
80689,78,Both,No,4,No,1
32570,94,Both,No,4,No,1
34415,57,Both,No,4,No,1
90233,68,Both,No,4,No,1
94708,86,Both,No,4,No,1
70991,73,Both,No,4,No,1
39978,65,Both,No,4,No,1
27772,73,Both,No,4,No,1
46851,78,Both,No,4,No,1
11654,75,Both,No,4,No,1
63248,70,Both,No,4,No,1
67703,88,Both,No,4,No,1
26738,62,Both,No,4,No,1
95962,62,Both,No,4,No,1
45729,91,Both,No,4,No,1
71262,62,Both,No,4,No,1
84923,84,Both,No,4,No,1
97809,68,Both,No,4,No,1
93828,91,Both,No,4,No,1
44813,72,Both,No,4,No,1
57718,59,Both,No,4,No,1
80226,87,Both,No,4,No,1
90243,61,Both,No,4,No,1
49207,94,Both,No,4,No,1
51262,85,Both,No,4,No,1
56139,71,Both,No,4,No,1
84231,100,Both,No,4,No,1
26156,63,Both,No,4,No,1
4998,66,Both,No,4,No,1
50776,95,Both,No,4,No,1
29851,69,Both,No,4,No,1
36942,93,Both,No,4,No,1
6405,69,Both,No,4,No,1
12530,57,Both,No,4,No,1
77828,65,Both,No,4,No,1
66536,55,Both,No,4,No,1
13210,59,Both,No,4,No,1
96816,57,Both,No,4,No,1
54964,86,Both,No,4,No,1
78053,70,Both,No,4,No,1
37408,67,Both,No,4,No,1
25825,55,Both,No,4,No,1
9120,66,Both,No,4,No,1
6364,99,Both,No,4,No,1
56071,70,Both,No,4,No,1
88011,91,Both,No,4,No,1
96636,98,Both,No,4,No,1
86798,74,Both,No,4,No,1
15123,94,Both,No,4,No,1
69608,97,Both,No,4,No,1
9060,100,Both,No,4,No,1
79662,63,Both,No,4,No,1
79618,85,Both,No,4,No,1
33887,90,Both,No,4,No,1
13765,89,Both,No,4,No,1
34410,58,Both,No,4,No,1
63903,94,Both,No,4,No,1
64771,86,Both,No,3.25,Yes,2
56008,63,Both,No,3.25,Yes,2
2113,98,Both,No,3.25,Yes,2
98788,69,Both,No,3.25,Yes,2
76034,90,Both,No,3.25,Yes,2
59493,89,Both,No,3.25,Yes,2
58777,91,Both,No,3.25,Yes,2
16848,86,Both,No,3.25,Yes,2
70527,73,Both,No,3.25,Yes,2
63312,82,Both,No,3.25,Yes,2
58373,66,Both,No,3.25,Yes,2
87494,88,Both,No,3.25,Yes,2
64289,78,Both,No,3.25,Yes,2
37102,91,Both,No,3.25,Yes,2
2723,62,Both,No,3.25,Yes,2
92791,76,Both,No,3.25,Yes,2
59640,96,Both,No,3.25,Yes,2
99141,83,Both,No,3.25,Yes,2
30836,98,Both,No,3.25,Yes,2
11820,64,Both,No,3.25,Yes,2
30638,63,Both,No,3.25,Yes,2
55328,56,Both,No,3.25,Yes,2
73100,83,Both,No,3.25,Yes,2
96834,79,Both,No,3.25,Yes,2
77913,85,Both,No,3.25,Yes,2
81300,91,Both,No,3.25,Yes,2
44000,64,Both,No,3.25,Yes,2
72067,69,Both,No,3.25,Yes,2
27821,90,Both,No,3.25,Yes,2
49565,58,Both,No,3.25,Yes,2
10525,80,Both,No,3.25,Yes,2
18654,55,Both,No,3.25,Yes,2
34763,77,Both,No,3.25,Yes,2
18616,97,Both,No,3.25,Yes,2
11457,89,Both,No,3.25,Yes,2
20927,91,Both,No,3.25,Yes,2
53087,96,Both,No,3.25,Yes,2
88848,68,Both,No,3.25,Yes,2
25711,97,Both,No,3.25,Yes,2
2417,82,Both,No,3.25,Yes,2
22578,81,Both,No,3.25,Yes,2
52717,68,Both,No,3.25,Yes,2
75698,86,Both,No,3.25,Yes,2
87893,81,Both,No,3.25,Yes,2
50483,94,Both,No,3.25,Yes,2
73243,86,Both,No,3.25,Yes,2
13549,95,Both,No,3.25,Yes,2
36881,86,Both,No,3.25,Yes,2
48867,57,Both,No,3.25,Yes,2
87178,79,Both,No,3.25,Yes,2
31242,84,Both,No,3.25,Yes,2
1966,90,Both,No,3.25,Yes,2
32670,64,Both,No,3.25,Yes,2
86252,89,Both,No,3.25,Yes,2
23528,67,Both,No,3.25,Yes,2
31104,78,Both,No,3.25,Yes,2
67866,81,Both,No,3.25,Yes,2
14375,78,Both,No,3.25,Yes,2
17168,91,Both,No,3.25,Yes,2
86344,95,Both,No,3.25,Yes,2
9604,55,Both,No,3.25,Yes,2
20583,76,Both,No,3.25,Yes,2
44295,79,Both,No,3.25,Yes,2
89576,83,Both,No,3.25,Yes,2
36572,77,Both,No,3.25,Yes,2
48831,80,Both,No,3.25,Yes,2
36753,75,Both,No,3.25,Yes,2
56560,91,Both,No,3.25,Yes,2
55481,81,Both,No,3.25,Yes,2
93944,76,Both,No,3.25,Yes,2
23528,97,Both,No,3.25,Yes,2
76686,94,Both,No,3.25,Yes,2
29411,97,Both,No,3.25,Yes,2
10119,91,Both,No,3.25,Yes,2
26162,70,Both,No,3.25,Yes,2
62151,92,Both,No,3.25,Yes,2
28049,99,Both,No,3.25,Yes,2
33409,60,Both,No,3.25,Yes,2
37395,97,Both,No,3.25,Yes,2
18440,62,Both,No,3.25,Yes,2
11930,77,Both,No,3.25,Yes,2
96621,93,Both,No,3.25,Yes,2
75562,69,Both,No,3.25,Yes,2
18583,61,Both,No,3.25,Yes,2
7329,81,Both,No,3.25,Yes,2
96376,83,Both,No,3.25,Yes,2
30960,69,Both,No,3.25,Yes,2
6227,99,Both,No,3.25,Yes,2
5428,81,Both,No,3.25,Yes,2
92381,60,Both,No,3.25,Yes,2
73087,100,Both,No,3.25,Yes,2
8798,75,Both,No,3.25,Yes,2
94166,74,Both,No,3.25,Yes,2
75165,90,Both,No,3.25,Yes,2
53425,100,Both,No,3.25,Yes,2
97314,79,Both,No,3.25,Yes,2
74805,66,Both,No,3.25,Yes,2
7800,100,Both,No,3.25,Yes,2
79291,89,Both,No,3.25,Yes,2
24598,76,Both,No,3.25,Yes,2
75094,81,Both,No,3.25,Yes,2
54691,77,Both,No,3.25,Yes,2
22576,66,Both,No,3.25,Yes,2
91138,92,Both,No,3.25,Yes,2
82375,68,Both,No,3.25,Yes,2
46091,56,Both,No,3.25,Yes,2
22786,67,Both,No,3.25,Yes,2
1648,77,Both,No,3.25,Yes,2
31450,78,Both,No,3.25,Yes,2
27148,72,Both,No,3.25,Yes,2
83231,56,Both,No,3.25,Yes,2
20989,96,Both,No,3.25,Yes,2
26884,59,Both,No,3.25,Yes,2
82479,98,Both,No,3.25,Yes,2
41422,63,Both,No,3.25,Yes,2
69582,88,Both,No,3.25,Yes,2
94457,87,Both,No,3.25,Yes,2
63028,91,Both,No,3.25,Yes,2
21872,80,Both,No,3.25,Yes,2
96424,94,Both,No,3.25,Yes,2
22795,98,Both,No,3.25,Yes,2
37419,60,Both,No,3.25,Yes,2
30335,75,Both,No,3.25,Yes,2
81052,85,Both,No,3.25,Yes,2
85012,77,Both,No,3.25,Yes,2
94249,71,Both,No,3.25,Yes,2
88129,63,Both,No,3.25,Yes,2
85418,56,Both,No,3.25,Yes,2
65743,56,Both,No,3.25,Yes,2
90259,65,Both,No,3.25,Yes,2
69992,86,Both,No,3.25,Yes,2
95965,68,Both,No,3.25,Yes,2
20800,69,Both,No,3.25,Yes,2
45387,80,Both,No,3.25,Yes,2
27612,58,Both,No,3.25,Yes,2
99164,77,Both,No,3.25,Yes,2
6011,80,Both,No,3.25,Yes,2
82398,94,Both,No,3.25,Yes,2
22719,56,Both,No,3.25,Yes,2
90468,65,Both,No,3.25,Yes,2
68189,64,Both,No,3.25,Yes,2
42505,80,Both,No,3.25,Yes,2
73877,93,Both,No,3.25,Yes,2
23474,58,Both,No,3.25,Yes,2
62589,72,Both,No,3.25,Yes,2
77230,69,Both,No,3.25,Yes,2
59863,80,Both,No,3.25,Yes,2
44619,75,Both,No,3.25,Yes,2
6513,64,Both,No,3.25,Yes,2
7466,65,Both,No,3.25,Yes,2
74114,75,Both,No,3.25,Yes,2
85189,91,Both,No,3.25,Yes,2
41614,98,Both,No,3.25,Yes,2
31280,89,Both,No,3.25,Yes,2
80082,90,Both,No,3.25,Yes,2
8562,63,Both,No,3.25,Yes,2
81401,73,Both,No,3.25,Yes,2
92307,67,Both,No,3.25,Yes,2
6379,100,Both,No,3.25,Yes,2
21035,79,Both,No,3.25,Yes,2
30254,62,Both,No,3.25,Yes,2
86931,98,Both,No,3.25,Yes,2
30290,89,Both,No,3.25,Yes,2
61598,82,Both,No,3.25,Yes,2
39075,86,Both,No,3.25,Yes,2
60114,90,Both,No,3.25,Yes,2
87050,83,Both,No,3.25,Yes,2
87620,89,Both,No,3.25,Yes,2
39462,56,Both,No,3.25,Yes,2
7162,83,Both,No,3.25,Yes,2
58092,63,Both,No,3.25,Yes,2
68234,71,Both,No,3.25,Yes,2
55053,81,Both,No,3.25,Yes,2
91658,73,Both,No,3.25,Yes,2
28440,74,Both,No,3.25,Yes,2
79721,97,Both,No,3.25,Yes,2
64650,81,Both,No,3.25,Yes,2
27345,55,Both,No,3.25,Yes,2
62403,90,Both,No,3.25,Yes,2
25201,80,Both,No,3.25,Yes,2
90605,73,Both,No,3.25,Yes,2
33408,81,Both,No,3.25,Yes,2
8522,83,Both,No,3.25,Yes,2
32531,82,Both,No,3.25,Yes,2
30482,82,Both,No,3.25,Yes,2
31443,84,Both,No,3.25,Yes,2
12845,66,Both,No,3.25,Yes,2
95172,79,Both,No,3.25,Yes,2
63823,97,Both,No,3.25,Yes,2
68622,79,Both,No,3.25,Yes,2
30819,94,Both,No,3.25,Yes,2
90643,60,Both,No,3.25,Yes,2
58284,94,Both,No,3.25,Yes,2
94297,88,Both,No,3.25,Yes,2
22068,85,Both,No,3.25,Yes,2
17795,80,Both,No,3.25,Yes,2
7484,59,Both,No,3.25,Yes,2
74453,83,Both,No,3.25,Yes,2
14532,61,Both,No,3.25,Yes,2
13994,65,Both,No,3.25,Yes,2
47994,66,Both,No,3.25,Yes,2
45098,77,Both,No,3.25,Yes,2
84932,70,Both,No,3.25,Yes,2
17901,66,Both,No,3.25,Yes,2
95203,56,Both,No,3.25,Yes,2
94717,60,Both,No,3.25,Yes,2
21946,76,Both,No,3.25,Yes,2
31201,79,Both,No,3.25,Yes,2
26219,79,Both,No,3.25,Yes,2
76280,73,Both,No,3.25,Yes,2
52885,70,Both,No,3.25,Yes,2
45994,73,Both,No,3.25,Yes,2
25403,75,Both,No,3.25,Yes,2
73127,88,Both,No,3.25,Yes,2
74962,78,Both,No,3.25,Yes,2
16896,74,Both,No,3.25,Yes,2
24310,95,Both,No,3.25,Yes,2
69549,60,Both,No,3.25,Yes,2
39883,83,Both,No,3.25,Yes,2
98848,73,Both,No,3.25,Yes,2
89177,80,Both,No,3.25,Yes,2
66711,84,Both,No,3.25,Yes,2
54134,60,Both,No,3.25,Yes,2
85150,79,Both,No,3.25,Yes,2
13637,58,Both,No,3.25,Yes,2
86848,98,Both,No,3.25,Yes,2
60947,70,Both,No,3.25,Yes,2
98197,100,Both,No,3.25,Yes,2
82429,79,Both,No,3.25,Yes,2
89609,92,Both,No,3.25,Yes,2
9924,80,Both,No,3.25,Yes,2
93490,85,Both,No,3.25,Yes,2
41792,72,Both,No,3.25,Yes,2
81354,96,Both,No,3.25,Yes,2
54147,75,Both,No,3.25,Yes,2
28892,83,Both,No,3.25,Yes,2
70370,81,Both,No,3.25,Yes,2
38581,79,Both,No,3.25,Yes,2
13069,76,Both,No,3.25,Yes,2
49338,77,Both,No,3.25,Yes,2
55809,86,Both,No,3.25,Yes,2
62981,61,Both,No,3.25,Yes,2
33976,76,Both,No,3.25,Yes,2
44429,89,Both,No,3.25,Yes,2
74781,70,Both,No,3.25,Yes,2
21111,56,Both,No,3.25,Yes,2
50971,83,Both,No,3.25,Yes,2
99723,66,Both,No,3.25,Yes,2
28155,70,Both,No,3.25,Yes,2
31053,74,Both,No,3.25,Yes,2
55923,82,Both,No,3.25,Yes,2
57364,95,Both,No,3.25,Yes,2
89218,62,Both,No,3.25,Yes,2
67403,73,Both,No,3.25,Yes,2
97810,76,Both,No,3.25,Yes,2
76175,97,Both,No,3.25,Yes,2
38461,89,Both,No,3.25,Yes,2
24416,68,Both,No,3.25,Yes,2
56177,69,Both,No,3.25,Yes,2
6748,70,Both,No,3.25,Yes,2
28780,80,Both,No,3.25,Yes,2
95323,78,Both,No,3.25,Yes,2
51484,95,Both,No,3.25,Yes,2
93669,89,Both,No,3.25,Yes,2
78299,67,Both,No,3.25,Yes,2
24370,78,Both,No,3.25,Yes,2
23806,89,Both,No,3.25,Yes,2
83109,69,Both,No,3.25,Yes,2
10938,92,Both,No,3.25,Yes,2
1383,75,Both,No,3.25,Yes,2
50483,77,Both,No,3.25,Yes,2
41671,90,Both,No,3.25,Yes,2
84261,69,Both,No,3.25,Yes,2
33944,70,Both,No,3.25,Yes,2
52120,82,Both,No,3.25,Yes,2
99029,73,Both,No,3.25,Yes,2
91036,73,Both,No,3.25,Yes,2
50668,83,Both,No,3.25,Yes,2
26320,67,Both,No,3.25,Yes,2
2307,77,Both,No,3.25,Yes,2
28077,85,Both,No,3.25,Yes,2
81478,74,Both,No,3.25,Yes,2
61353,73,Both,No,3.25,Yes,2
56088,75,Both,No,3.25,Yes,2
98500,91,Both,No,3.25,Yes,2
83006,71,Both,No,3.25,Yes,2
94045,71,Both,No,3.25,Yes,2
54624,83,Both,No,3.25,Yes,2
41508,61,Both,No,3.25,Yes,2
48123,96,Both,No,3.25,Yes,2
79337,59,Both,No,3.25,Yes,2
19627,93,Both,No,3.25,Yes,2
69311,92,Both,No,3.25,Yes,2
10481,96,Both,No,3.25,Yes,2
95802,67,Both,No,3.25,Yes,2
84468,60,Both,No,3.25,Yes,2
60157,55,Both,No,3.25,Yes,2
28597,64,Both,No,3.25,Yes,2
49097,98,Both,No,3.25,Yes,2
9214,74,Both,No,3.25,Yes,2
53197,57,Both,No,3.25,Yes,2
56398,55,Both,No,3.25,Yes,2
81761,72,Both,No,3.25,Yes,2
72889,63,Both,No,3.25,Yes,2
67418,83,Both,No,3.25,Yes,2
32486,63,Both,No,3.25,Yes,2
79002,73,Both,No,3.25,Yes,2
96222,58,Both,No,3.25,Yes,2
62112,97,Both,No,3.25,Yes,2
25195,89,Both,No,3.25,Yes,2
52725,97,Both,No,3.25,Yes,2
35745,100,Both,No,3.25,Yes,2
36749,100,Both,No,3.25,Yes,2
34456,98,Both,No,3.25,Yes,2
69666,78,Both,No,3.25,Yes,2
53883,94,Both,No,3.25,Yes,2
54846,81,Both,No,3.25,Yes,2
92692,93,Both,No,3.25,Yes,2
49624,84,Both,No,3.25,Yes,2
93872,81,Both,No,3.25,Yes,2
96450,87,Both,No,3.25,Yes,2
90101,86,Both,No,3.25,Yes,2
32447,60,Both,No,3.25,Yes,2
76794,67,Both,No,3.25,Yes,2
17770,66,Both,No,3.25,Yes,2
7780,74,Both,No,3.25,Yes,2
92244,93,Both,No,3.25,Yes,2
12669,81,Both,No,3.25,Yes,2
56004,77,Both,No,3.25,Yes,2
21331,91,Both,No,3.25,Yes,2
36544,80,Both,No,3.25,Yes,2
95952,100,Both,No,3.25,Yes,2
98467,68,Both,No,3.25,Yes,2
66657,71,Both,No,3.25,Yes,2
10091,79,Both,No,3.25,Yes,2
36775,100,Both,No,3.25,Yes,2
48165,82,Both,No,3.25,Yes,2
88327,89,Both,No,3.25,Yes,2
18395,74,Both,No,3.25,Yes,2
41949,61,Both,No,3.25,Yes,2
77720,100,Both,No,3.25,Yes,2
65698,65,Both,No,3.25,Yes,2
76535,77,Both,No,3.25,Yes,2
81483,76,Both,No,3.25,Yes,2
16026,89,Both,No,3.25,Yes,2
12687,68,Both,No,3.25,Yes,2
39980,55,Both,No,3.25,Yes,2
4243,83,Both,No,3.25,Yes,2
48553,76,Both,No,3.25,Yes,2
78734,66,Both,No,3.25,Yes,2
27275,94,Both,No,3.25,Yes,2
81096,85,Both,No,3.25,Yes,2
60612,63,Both,No,3.25,Yes,2
8414,97,Both,No,3.25,Yes,2
83112,93,Both,No,3.25,Yes,2
73262,88,Both,No,3.25,Yes,2
27329,67,Both,No,3.25,Yes,2
67547,83,Both,No,3.25,Yes,2
14527,63,Both,No,3.25,Yes,2
63260,81,Both,No,3.25,Yes,2
45069,85,Both,No,3.25,Yes,2
22226,86,Both,No,3.25,Yes,2
53809,88,Both,No,3.25,Yes,2
81746,88,Both,No,3.25,Yes,2
20892,66,Both,No,3.25,Yes,2
39494,61,Both,No,3.25,Yes,2
88500,93,Both,No,3.25,Yes,2
77892,79,Both,No,3.25,Yes,2
6518,80,Both,No,3.25,Yes,2
92232,100,Both,No,3.25,Yes,2
89138,85,Both,No,3.25,Yes,2
32228,87,Both,No,3.25,Yes,2
94877,92,Both,No,3.25,Yes,2
41879,88,Both,No,3.25,Yes,2
49972,99,Both,No,3.25,Yes,2
24833,94,Both,No,3.25,Yes,2
74858,65,Both,No,3.25,Yes,2
90091,57,Both,No,3.25,Yes,2
30367,80,Both,No,3.25,Yes,2
72686,83,Both,No,3.25,Yes,2
10582,55,Both,No,3.25,Yes,2
69301,69,Both,No,3.25,Yes,2
18988,58,Both,No,3.25,Yes,2
28716,89,Both,No,3.25,Yes,2
77142,87,Both,No,3.25,Yes,2
38155,85,Both,No,3.25,Yes,2
95664,63,Both,No,3.25,Yes,2
59262,70,Both,No,3.25,Yes,2
14372,98,Both,No,3.25,Yes,2
6608,69,Both,No,3.25,Yes,2
93506,67,Both,No,3.25,Yes,2
74647,69,Both,No,3.25,Yes,2
50974,98,Both,No,3.25,Yes,2
59290,63,Both,No,3.25,Yes,2
42359,71,Both,No,3.25,Yes,2
67737,73,Both,No,3.25,Yes,2
5575,76,Both,No,3.25,Yes,2
5676,68,Both,No,3.25,Yes,2
19680,78,Both,No,3.25,Yes,2
21502,97,Both,No,3.25,Yes,2
69122,79,Both,No,3.25,Yes,2
77285,63,Both,No,3.25,Yes,2
30907,82,Both,No,3.25,Yes,2
99635,64,Both,No,3.25,Yes,2
59433,78,Both,No,3.25,Yes,2
52562,78,Both,No,3.25,Yes,2
74266,84,Both,No,3.25,Yes,2
1296,94,Both,No,3.25,Yes,2
11811,66,Both,No,3.25,Yes,2
40969,75,Both,No,3.25,Yes,2
93559,87,Both,No,3.25,Yes,2
66547,75,Both,No,3.25,Yes,2
48267,73,Both,No,3.25,Yes,2
86528,74,Both,No,3.25,Yes,2
22199,100,Both,No,3.25,Yes,2
93703,79,Both,No,3.25,Yes,2
52574,64,Both,No,3.25,Yes,2
41895,93,Both,No,3.25,Yes,2
21071,96,Both,No,3.25,Yes,2
70870,87,Both,No,3.25,Yes,2
6880,60,Both,No,3.25,Yes,2
94404,89,Both,No,3.25,Yes,2
33475,86,Both,No,3.25,Yes,2
38834,76,Both,No,3.25,Yes,2
5523,86,Both,No,3.25,Yes,2
41369,59,Both,No,3.25,Yes,2
75862,93,Both,No,3.25,Yes,2
62403,85,Both,No,3.25,Yes,2
76673,74,Both,No,3.25,Yes,2
43830,64,Both,No,3.25,Yes,2
45480,99,Both,No,3.25,Yes,2
68802,74,Both,No,3.25,Yes,2
12152,78,Both,No,3.25,Yes,2
68776,66,Both,No,3.25,Yes,2
10300,56,Both,No,3.25,Yes,2
71028,55,Both,No,3.25,Yes,2
8793,72,Both,No,3.25,Yes,2
81179,61,Both,No,3.25,Yes,2
2848,72,Both,No,3.25,Yes,2
6283,98,Both,No,3.25,Yes,2
10314,70,Both,No,3.25,Yes,2
5838,57,Both,No,3.25,Yes,2
84450,58,Both,No,3.25,Yes,2
21029,64,Both,No,3.25,Yes,2
92388,80,Both,No,3.25,Yes,2
96721,69,Both,No,3.25,Yes,2
53138,80,Both,No,3.25,Yes,2
38662,83,Both,No,3.25,Yes,2
49103,60,Both,No,3.25,Yes,2
73739,82,Both,No,3.25,Yes,2
70024,64,Both,No,3.25,Yes,2
21685,72,Both,No,3.25,Yes,2
97227,87,Both,No,3.25,Yes,2
68402,76,Both,No,3.25,Yes,2
89547,78,Both,No,3.25,Yes,2
40126,95,Both,No,3.25,Yes,2
49334,82,Both,No,3.25,Yes,2
93157,58,Both,No,3.25,Yes,2
14960,55,Both,No,3.25,Yes,2
98666,72,Both,No,3.25,Yes,2
33994,57,Both,No,3.25,Yes,2
52979,88,Both,No,3.25,Yes,2
94532,79,Both,No,3.25,Yes,2
91934,82,Both,No,3.25,Yes,2
88737,77,Both,No,3.25,Yes,2
75520,81,Both,No,3.25,Yes,2
46876,78,Both,No,3.25,Yes,2
86107,81,Both,No,3.25,Yes,2
77742,94,Both,No,3.25,Yes,2
62358,56,Both,No,3.25,Yes,2
80407,64,Both,No,3.25,Yes,2
85570,97,Both,No,3.25,Yes,2
7217,74,Both,No,3.25,Yes,2
36854,89,Both,No,3.25,Yes,2
46480,96,Both,No,3.25,Yes,2
3369,71,Both,No,3.25,Yes,2
30833,62,Both,No,3.25,Yes,2
77961,81,Both,No,3.25,Yes,2
24691,66,Both,No,3.25,Yes,2
5389,65,Both,No,3.25,Yes,2
99868,67,Both,No,3.25,Yes,2
4576,86,Both,No,3.25,Yes,2
38857,95,Both,No,3.25,Yes,2
17440,73,Both,No,3.25,Yes,2
89576,56,Both,No,3.25,Yes,2
85585,56,Both,No,3.25,Yes,2
63969,84,Both,No,3.25,Yes,2
83441,73,Both,No,3.25,Yes,2
31358,75,Both,No,3.25,Yes,2
3409,95,Both,No,3.25,Yes,2
26882,75,Both,No,3.25,Yes,2
7830,97,Both,No,3.25,Yes,2
2839,90,Both,No,3.25,Yes,2
19613,60,Both,No,3.25,Yes,2
7322,57,Both,No,3.25,Yes,2
24097,73,Both,No,3.25,Yes,2
77377,61,Both,No,3.25,Yes,2
54889,59,Both,No,3.25,Yes,2
59285,69,Both,No,3.25,Yes,2
8821,66,Both,No,3.25,Yes,2
2037,32,Female,No,3.5,Yes,3
35857,39,Female,No,3.5,Yes,3
85238,33,Female,No,3.5,Yes,3
66115,41,Female,No,3.5,Yes,3
10697,41,Female,No,3.5,Yes,3
70965,38,Female,No,3.5,Yes,3
16526,31,Female,No,3.5,Yes,3
30469,36,Female,No,3.5,Yes,3
75833,19,Female,No,3.5,Yes,3
50912,36,Female,No,3.5,Yes,3
68171,23,Female,No,3.5,Yes,3
96714,45,Female,No,3.5,Yes,3
45482,49,Female,No,3.5,Yes,3
36355,25,Female,No,3.5,Yes,3
92767,34,Female,No,3.5,Yes,3
45124,40,Female,No,3.5,Yes,3
85008,50,Female,No,3.5,Yes,3
59879,50,Female,No,3.5,Yes,3
48799,40,Female,No,3.5,Yes,3
90674,25,Female,No,3.5,Yes,3
13001,30,Female,No,3.5,Yes,3
11613,50,Female,No,3.5,Yes,3
40904,38,Female,No,3.5,Yes,3
60429,19,Female,No,3.5,Yes,3
13567,23,Female,No,3.5,Yes,3
38540,24,Female,No,3.5,Yes,3
9907,20,Female,No,3.5,Yes,3
72638,36,Female,No,3.5,Yes,3
88706,32,Female,No,3.5,Yes,3
49748,31,Female,No,3.5,Yes,3
76937,27,Female,No,3.5,Yes,3
34991,44,Female,No,3.5,Yes,3
54562,46,Female,No,3.5,Yes,3
31951,41,Female,No,3.5,Yes,3
93227,29,Female,No,3.5,Yes,3
77581,49,Female,No,3.5,Yes,3
43278,45,Female,No,3.5,Yes,3
82741,32,Female,No,3.5,Yes,3
96118,23,Female,No,3.5,Yes,3
35249,23,Female,No,3.5,Yes,3
44673,28,Female,No,3.5,Yes,3
2458,40,Female,No,3.5,Yes,3
20464,49,Female,No,3.5,Yes,3
9652,44,Female,No,3.5,Yes,3
28833,41,Female,No,3.5,Yes,3
16083,38,Female,No,3.5,Yes,3
